notice, noticeType, noticeCode, publicationDate, companyNumber, companyName
https://www.thegazette.co.uk/id/notice/2957278, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:25:49,02840336,EVERPRIME LIMITED
https://www.thegazette.co.uk/id/notice/2957278, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:25:49,02840336,EVERPRIME LIMITED
https://www.thegazette.co.uk/id/notice/3061724, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-07-10T08:32:18,02995364,CENTRAC LIMITED
https://www.thegazette.co.uk/id/notice/3061724, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-07-10T08:32:18,02995364,CENTRAC LIMITED
https://www.thegazette.co.uk/id/notice/3395688, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-10-02T08:51:54,02997859,CARILLION PRIVATE FINANCE LIMITED
https://www.thegazette.co.uk/id/notice/3395688, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-10-02T08:51:54,02997859,CARILLION PRIVATE FINANCE LIMITED
https://www.thegazette.co.uk/id/notice/3378668, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-09-03T14:20:16,02997859,CARILLION PRIVATE FINANCE LIMITED
https://www.thegazette.co.uk/id/notice/3378668, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-09-03T14:20:16,02997859,CARILLION PRIVATE FINANCE LIMITED
https://www.thegazette.co.uk/id/notice/3649750, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2020-10-13T10:01:47,03105686,CARILLION GB LIMITED
https://www.thegazette.co.uk/id/notice/3636259, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2020-09-23T12:00:08,03105686,CARILLION GB LIMITED
https://www.thegazette.co.uk/id/notice/2957274, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:25:09,03198709,CARILLION LGS LIMITED
https://www.thegazette.co.uk/id/notice/2957274, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:25:09,03198709,CARILLION LGS LIMITED
https://www.thegazette.co.uk/id/notice/3061711, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-07-10T08:31:01,04448876,EAGA ENERGY SOLUTIONS LIMITED
https://www.thegazette.co.uk/id/notice/3061711, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-07-10T08:31:01,04448876,EAGA ENERGY SOLUTIONS LIMITED
https://www.thegazette.co.uk/id/notice/3044769, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-06-08T12:51:30,04448876,EAGA ENERGY SOLUTIONS LIMITED
https://www.thegazette.co.uk/id/notice/3044769, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-06-08T12:51:30,04448876,EAGA ENERGY SOLUTIONS LIMITED
https://www.thegazette.co.uk/id/notice/3558945, https://www.thegazette.co.uk/def/insolvency#NoticeOfIntendedDividends,2406,2020-05-04T17:40:30,05753751,CARILLION PRIVATE FINANCE (TRANSPORT) LIMITED
https://www.thegazette.co.uk/id/notice/3558239, https://www.thegazette.co.uk/def/insolvency#MembersResolutionsForWindingUpNotice,2431,2020-05-01T17:40:08,05753751,CARILLION PRIVATE FINANCE (TRANSPORT) LIMITED
https://www.thegazette.co.uk/id/notice/3558238, https://www.thegazette.co.uk/def/insolvency#MembersNoticeToCreditors,2433,2020-05-01T17:40:07,05753751,CARILLION PRIVATE FINANCE (TRANSPORT) LIMITED
https://www.thegazette.co.uk/id/notice/3558237, https://www.thegazette.co.uk/def/insolvency#MembersAppointmentOfLiquidatorsNotice,2432,2020-05-01T17:40:06,05753751,CARILLION PRIVATE FINANCE (TRANSPORT) LIMITED
https://www.thegazette.co.uk/id/notice/4237127, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2022-12-13T17:35:14,08747138,THE HOSPITAL COMPANY (LIVERPOOL) LIMITED
https://www.thegazette.co.uk/id/notice/4237126, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2022-12-13T17:35:13,08747138,THE HOSPITAL COMPANY (LIVERPOOL) LIMITED
https://www.thegazette.co.uk/id/notice/3171770, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-12-18T10:26:06,09961994,CARILLION PRIVATE FINANCE (EDUCATION) 2016 LIMITED
https://www.thegazette.co.uk/id/notice/3171770, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-12-18T10:26:06,09961994,CARILLION PRIVATE FINANCE (EDUCATION) 2016 LIMITED
https://www.thegazette.co.uk/id/notice/3150797, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-11-13T12:14:50,09961994,CARILLION PRIVATE FINANCE (EDUCATION) 2016 LIMITED
https://www.thegazette.co.uk/id/notice/3150797, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-11-13T12:14:50,09961994,CARILLION PRIVATE FINANCE (EDUCATION) 2016 LIMITED
https://www.thegazette.co.uk/id/notice/3017717, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-05-01T12:52:10,10556292,CARILLION ADVICE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/3017717, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-05-01T12:52:10,10556292,CARILLION ADVICE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/3007226, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-04-12T12:01:22,10556292,CARILLION ADVICE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/3007226, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-04-12T12:01:22,10556292,CARILLION ADVICE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/5204952, https://www.thegazette.co.uk/def/insolvency#CreditorsFinalMeetingsNotice,2445,2026-09-04T12:01:36,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/5204952, https://www.thegazette.co.uk/def/insolvency#CreditorsFinalMeetingsNotice,2445,2026-09-04T12:01:36,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/5204952, https://www.thegazette.co.uk/def/insolvency#CreditorsFinalMeetingsNotice,2445,2026-09-04T12:01:36,NI016109,HEAT ENERGY & ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/5060171, https://www.thegazette.co.uk/def/insolvency#NoticeOfDividends,2407,2026-02-20T12:05:57,NI016109,HEAT ENERGY & ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/5060171, https://www.thegazette.co.uk/def/insolvency#NoticeOfDividends,2407,2026-02-20T12:05:57,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/5060171, https://www.thegazette.co.uk/def/insolvency#NoticeOfDividends,2407,2026-02-20T12:05:57,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117563, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2018-09-26T18:02:23,NI016109,HEAT ENERGY & ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117563, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2018-09-26T18:02:23,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117563, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2018-09-26T18:02:23,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117562, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2018-09-26T18:02:19,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117562, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2018-09-26T18:02:19,NI016109,HEAT ENERGY & ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3117562, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2018-09-26T18:02:19,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3104622, https://www.thegazette.co.uk/def/insolvency#CreditorsMeetingsOfCreditorsNotice,2442,2018-09-07T17:11:15,NI016109,HEAT ENERGY & ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3104622, https://www.thegazette.co.uk/def/insolvency#CreditorsMeetingsOfCreditorsNotice,2442,2018-09-07T17:11:15,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3104622, https://www.thegazette.co.uk/def/insolvency#CreditorsMeetingsOfCreditorsNotice,2442,2018-09-07T17:11:15,NI016109,HEAT ENERGY AND ASSOCIATED TECHNOLOGY LIMITED
https://www.thegazette.co.uk/id/notice/3116517, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-09-27T09:55:50,OC307955,SA 1 DEVELOPMENTS LLP
https://www.thegazette.co.uk/id/notice/3116517, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-09-27T09:55:50,OC307955,SA 1 DEVELOPMENTS LLP
https://www.thegazette.co.uk/id/notice/3087799, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-08-14T12:08:47,OC307955,SA 1 DEVELOPMENTS LLP
https://www.thegazette.co.uk/id/notice/3087799, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-08-14T12:08:47,OC307955,SA 1 DEVELOPMENTS LLP
https://www.thegazette.co.uk/id/notice/2974387, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-23T08:33:01,00077628,CARILLION JM LIMITED
https://www.thegazette.co.uk/id/notice/3086765, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:23:02,00156617,CARILLION CONSTRUCTION (CONTRACTS) LIMITED
https://www.thegazette.co.uk/id/notice/3065196, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:46,00156617,CARILLION CONSTRUCTION (CONTRACTS) LIMITED
https://www.thegazette.co.uk/id/notice/3049104, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T08:31:31,00247624,CARILLION CAPITAL PROJECTS LIMITED
https://www.thegazette.co.uk/id/notice/3049104, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T08:31:31,00247624,CARILLION CAPITAL PROJECTS LIMITED
https://www.thegazette.co.uk/id/notice/3030127, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T17:00:46,00247624,CARILLION CAPITAL PROJECTS LIMITED
https://www.thegazette.co.uk/id/notice/3030127, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T17:00:46,00247624,CARILLION CAPITAL PROJECTS LIMITED
https://www.thegazette.co.uk/id/notice/3086733, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:20:16,00326348,MCALPINE INFRASTRUCTURE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/3065191, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:22,00326348,MCALPINE INFRASTRUCTURE SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/3086762, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:22:47,00398443,CARILLION MENA LIMITED
https://www.thegazette.co.uk/id/notice/3086762, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:22:47,00398443,CARILLION MENA LIMITED
https://www.thegazette.co.uk/id/notice/3065188, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:09,00398443,CARILLION MENA LIMITED
https://www.thegazette.co.uk/id/notice/3065188, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:09,00398443,CARILLION MENA LIMITED
https://www.thegazette.co.uk/id/notice/3350962, https://www.thegazette.co.uk/def/insolvency#MembersNoticeToCreditors,2433,2019-07-23T01:02:13,00404120,J.F. MILLER PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3350912, https://www.thegazette.co.uk/def/insolvency#MembersResolutionsForWindingUpNotice,2431,2019-07-23T01:01:17,00404120,J.F. MILLER PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3350878, https://www.thegazette.co.uk/def/insolvency#MembersAppointmentOfLiquidatorsNotice,2432,2019-07-23T01:00:37,00404120,J.F. MILLER PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3239882, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-03-27T09:01:23,00416147,          RAINE  LIMITED
https://www.thegazette.co.uk/id/notice/3239882, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-03-27T09:01:23,00416147,RAINE LIMITED
https://www.thegazette.co.uk/id/notice/3223981, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-03-05T14:50:07,00416147,          RAINE  LIMITED
https://www.thegazette.co.uk/id/notice/3223981, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-03-05T14:50:07,00416147,RAINE LIMITED
https://www.thegazette.co.uk/id/notice/2974371, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-23T08:31:38,00531085,PME TECHNICAL SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/2957270, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:24:31,00537677,CARILLION FLEET MANAGEMENT LIMITED
https://www.thegazette.co.uk/id/notice/2957270, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:24:31,00537677,CARILLION FLEET MANAGEMENT LIMITED
https://www.thegazette.co.uk/id/notice/3086758, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:22:25,00551186,CARILLION (SINGAPORE) LIMITED
https://www.thegazette.co.uk/id/notice/3065198, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:56,00551186,CARILLION (SINGAPORE) LIMITED
https://www.thegazette.co.uk/id/notice/2974383, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-23T08:32:40,00566465,DUDLEY BOWER GROUP PLC
https://www.thegazette.co.uk/id/notice/2948342, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-01-19T10:20:24,00594581,CARILLION CONSTRUCTION LIMITED
https://www.thegazette.co.uk/id/notice/3255961, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-04-16T12:12:17,00662675,          MARCHWIEL PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3255961, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2019-04-16T12:12:17,00662675,MARCHWIEL PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3223982, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-03-05T14:50:13,00662675,          MARCHWIEL PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/3223982, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2019-03-05T14:50:13,00662675,MARCHWIEL PROPERTIES LIMITED
https://www.thegazette.co.uk/id/notice/2974369, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-23T08:31:25,00680231,SOVEREIGN CONSULTANCY SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/2957272, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:24:59,00728599,CARILLION UTILITY SERVICES LIMITED
https://www.thegazette.co.uk/id/notice/2948341, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-01-19T10:20:15,00737307,PLANNED MAINTENANCE ENGINEERING LIMITED
https://www.thegazette.co.uk/id/notice/3051552, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T14:20:17,00775010,THE CARILLION CONSTRUCTION COMPANY (EAST AFRICA) LIMITED
https://www.thegazette.co.uk/id/notice/3029321, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T12:00:29,00775010,THE CARILLION CONSTRUCTION COMPANY (EAST AFRICA) LIMITED
https://www.thegazette.co.uk/id/notice/3086760, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-08-15T10:22:36,00881324,CARILLION SUPPORT SERVICES & INVESTMENTS LIMITED
https://www.thegazette.co.uk/id/notice/3065194, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-07-10T18:00:36,00881324,CARILLION SUPPORT SERVICES & INVESTMENTS LIMITED
https://www.thegazette.co.uk/id/notice/3136124, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-10-23T11:51:28,00883233,CARILLION CONSTRUCTION (WEST INDIES) LIMITED
https://www.thegazette.co.uk/id/notice/2957273, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-01T12:25:04,00885404,CARILLION AM GOVERNMENT LIMITED
https://www.thegazette.co.uk/id/notice/3049098, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T08:31:00,00961738,CARILLION PROJECT SERVICES HOLDINGS LIMITED
https://www.thegazette.co.uk/id/notice/3030123, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T17:00:16,00961738,CARILLION PROJECT SERVICES HOLDINGS LIMITED
https://www.thegazette.co.uk/id/notice/2960701, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-02-05T09:41:02,01122808,CARILLION ASSET MANAGEMENT LIMITED
https://www.thegazette.co.uk/id/notice/3140699, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-10-31T10:11:11,01123611,WALTER LAWRENCE DEVELOPMENTS LIMITED
https://www.thegazette.co.uk/id/notice/3120879, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-10-01T13:30:32,01123611,WALTER LAWRENCE DEVELOPMENTS LIMITED
https://www.thegazette.co.uk/id/notice/3561672, https://www.thegazette.co.uk/def/insolvency#CreditorsNoticeToCreditors,2446,2020-05-12T01:02:32,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3561672, https://www.thegazette.co.uk/def/insolvency#CreditorsNoticeToCreditors,2446,2020-05-12T01:02:32,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3561548, https://www.thegazette.co.uk/def/insolvency#NoticeOfIntendedDividends,2406,2020-05-12T01:00:48,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3561548, https://www.thegazette.co.uk/def/insolvency#NoticeOfIntendedDividends,2406,2020-05-12T01:00:48,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3350967, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2019-07-23T01:02:19,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3350967, https://www.thegazette.co.uk/def/insolvency#CreditorsResolutionsForWindingUpNotice,2441,2019-07-23T01:02:19,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3350954, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2019-07-23T01:02:04,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3350954, https://www.thegazette.co.uk/def/insolvency#CreditorsAppointmentOfLiquidatorsNotice,2443,2019-07-23T01:02:04,01141203,EASTBOURNE HARBOUR COMPANY LIMITED
https://www.thegazette.co.uk/id/notice/3051551, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T14:20:11,01180475, CARILLION TECHNICAL SERVICES (INSTALLATION) LIMITED
https://www.thegazette.co.uk/id/notice/3051551, https://www.thegazette.co.uk/def/insolvency#WindingUpOrdersNotice,2452,2018-06-20T14:20:11,01180475,CARILLION TECHNICAL SERVICES (INSTALLATION) LIMITED
https://www.thegazette.co.uk/id/notice/3029503, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T12:03:05,01180475, CARILLION TECHNICAL SERVICES (INSTALLATION) LIMITED
https://www.thegazette.co.uk/id/notice/3029503, https://www.thegazette.co.uk/def/insolvency#PetitionsToWindUpCompaniesNotice,2450,2018-05-17T12:03:05,01180475,CARILLION TECHNICAL SERVICES (INSTALLATION) LIMITED
